0,,,allowAccess,amount,amountPerShare,,beginBidTime,,borrowerId,borrowerLevel,,,,,currentIsRepaid,,,,displayLoanType,,,,finishedRatio,forbidComment,interest,,interestPerShare,,,,leftMonths,,,,loanId,loanType,,,,months,,nickName,,,,,,,oldLoan,openTime,,overDued,,,,picture,,principal,,productId,,readyTime,,,,repaidByGuarantor,,,,,,,,startTime,status,,surplusAmount,title,,,,,utmSource,,
2,,,False,54000,0,,1540452670000,,10675425,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738209,DEBX,,,,36,,WS_20181001195326.bjhh,,,,,,,False,1540179577000,,False,,1540455217000.0,False,,,0,,56,,1540452998000,,,,False,,,,,,,,1541057470000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
3,,,False,67800,0,,1540452609000,,11004747,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738131,DEBX,,,,36,,GSS_20181018234329.bjhh,,,,,,,False,1540177113000,,False,,1540455215000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057409000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
4,,,False,11700,0,,1540452608000,,11031612,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738122,DEBX,,,,12,,SWJ_20181020170350.bjhh,,,,,,,False,1540176873000,,False,,1540455213000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057408000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
5,,,False,14950,0,,1540452856000,,10818808,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739063,DEBX,,,,36,,ZTS_20181010235754.bjhh,,,,,,,False,1540216683000,,False,,1540455211000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057656000,IN_PROGRESS,,0,医疗,,,,,debx-yx,,
6,,,False,5500,0,,1540452855000,,10682975,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2739054,DEBX,,,,24,,HPM_20181002181952.bjhh,,,,,,,False,1540212842000,,False,,1540455209000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
7,,,False,10500,0,,1540452854000,,10809979,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738776,DEBX,,,,12,,XJH_20181010163042.bjhh,,,,,,,False,1540199793000,,False,,1540455206000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
8,,,False,46450,0,,1540452669000,,10801129,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738240,DEBX,,,,36,,ZJL_20181010134212.bjhh,,,,,,,False,1540180592000,,False,,1540455204000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
9,,,False,63600,0,,1540452743000,,11051091,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738459,DEBX,,,,12,,ZDJ_20181022083136.bjhh,,,,,,,False,1540188337000,,False,,1540455202000.0,False,,,0,,56,,1540452999000,,,,False,,,,,,,,1541057543000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,22400,0,,1540452606000,,11016824,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738077,DEBX,,,,24,,ZWF_20181019164628.bjhh,,,,,,,False,1540175193000,,False,,1540455200000.0,False,,,0,,56,,1540453000000,,,,False,,,,,,,,1541057406000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
1,,,False,22600,0,,1540452741000,,10960295,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738410,DEBX,,,,36,,KHQ_20181016175507.bjhh,,,,,,,False,1540187441000,,False,,1540455198000.0,False,,,0,,56,,1540453002000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
2,,,False,5750,0,,1540452853000,,10745551,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738661,DEBX,,,,36,,LMB_20181008003510.bjhh,,,,,,,False,1540196344000,,False,,1540455195000.0,False,,,0,,56,,1540453003000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,旅游,,,,,debx-yx,,
3,,,False,5000,0,,1540452741000,,11048249,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738386,DEBX,,,,36,,KSH_20181021223643.bjhh,,,,,,,False,1540186863000,,False,,1540455193000.0,False,,,0,,56,,1540453003000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
4,,,False,5400,0,,1540452740000,,11016511,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738370,DEBX,,,,36,,ZQY_20181019164211.bjhh,,,,,,,False,1540186083000,,False,,1540455191000.0,False,,,0,,56,,1540453003000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
5,,,False,5750,0,,1540452853000,,10945962,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738748,DEBX,,,,36,,WB_60286297531720181016094814.bjhh,,,,,,,False,1540199143000,,False,,1540455189000.0,False,,,0,,56,,1540453003000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
6,,,False,12650,0,,1540452669000,,11055857,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738229,DEBX,,,,36,,JH_13709592314520181022114630.bjhh,,,,,,,False,1540180173000,,False,,1540455187000.0,False,,,0,,56,,1540453004000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,旅游,,,,,debx-yx,,
7,,,False,13800,0,,1540452670000,,10818121,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738215,DEBX,,,,36,,LYB_20181010235103.bjhh,,,,,,,False,1540179783000,,False,,1540455185000.0,False,,,0,,56,,1540453005000,,,,False,,,,,,,,1541057470000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
8,,,False,11500,0,,1540452854000,,10876444,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738961,DEBX,,,,36,,WQB_20181013051604.bjhh,,,,,,,False,1540203912000,,False,,1540455182000.0,False,,,0,,56,,1540453005000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,旅游,,,,,debx-yx,,
9,,,False,5400,0,,1540452608000,,10809079,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738117,DEBX,,,,36,,ZXY_20181010162134.bjhh,,,,,,,False,1540176783000,,False,,1540455180000.0,False,,,0,,56,,1540453006000,,,,False,,,,,,,,1541057408000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,11600,0,,1540452665000,,10665019,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738329,DEBX,,,,36,,GYS_20180930190259.bjhh,,,,,,,False,1540183273000,,False,,1540455178000.0,False,,,0,,56,,1540453006000,,,,False,,,,,,,,1541057465000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
1,,,False,67800,0,,1540452744000,,10731001,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738510,DEBX,,,,36,,HYX_20181006193655.bjhh,,,,,,,False,1540190677000,,False,,1540455176000.0,False,,,0,,56,,1540453006000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
2,,,False,23000,0,,1540452611000,,11054886,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738163,DEBX,,,,36,,JN_11016502712520181022111100.bjhh,,,,,,,False,1540178053000,,False,,1540455174000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057411000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
3,,,False,20000,0,,1540452853000,,10634092,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738655,DEBX,,,,36,,DK_201809290733.bjhh,,,,,,,False,1540196047000,,False,,1540455171000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
4,,,False,23000,0,,1540452741000,,10628982,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738396,DEBX,,,,36,,ZM_201809282006.bjhh,,,,,,,False,1540187104000,,False,,1540455169000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
5,,,False,20000,0,,1540452741000,,10757806,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738385,DEBX,,,,36,,WYB_20181008141442.bjhh,,,,,,,False,1540186847000,,False,,1540455167000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
6,,,False,23000,0,,1540452740000,,10619704,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738355,DEBX,,,,36,,HXF_201809281520.bjhh,,,,,,,False,1540185093000,,False,,1540455165000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
7,,,False,11500,0,,1540452606000,,11036322,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738088,DEBX,,,,36,,THB_20181020234007.bjhh,,,,,,,False,1540175613000,,False,,1540455163000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057406000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
8,,,False,21600,0,,1540452606000,,11043154,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738073,DEBX,,,,36,,WYN_20181021161441.bjhh,,,,,,,False,1540175103000,,False,,1540455160000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057406000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
9,,,False,17000,0,,1540452666000,,11032219,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738315,DEBX,,,,36,,ZZW_20181020171934.bjhh,,,,,,,False,1540182603000,,False,,1540455158000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,23000,0,,1540452856000,,11004663,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739081,DEBX,,,,36,,LL_20181018232818.bjhh,,,,,,,False,1540225592000,,False,,1540455156000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057656000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
1,,,False,5750,0,,1540452855000,,10952985,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739033,DEBX,,,,36,,DH_13808891866520181016150501.bjhh,,,,,,,False,1540207713000,,False,,1540455154000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
2,,,False,28750,0,,1540452744000,,10911870,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738500,DEBX,,,,36,,WY_20181014210703.bjhh,,,,,,,False,1540190287000,,False,,1540455152000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
3,,,False,86400,0,,1540452669000,,11037814,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738238,DEBX,,,,36,,TQC_20181021073931.bjhh,,,,,,,False,1540180537000,,False,,1540455150000.0,False,,,0,,56,,1540453007000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,11300,0,,1540452742000,,11019945,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738418,DEBX,,,,36,,XRH_20181019175546.bjhh,,,,,,,False,1540187591000,,False,,1540455148000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057542000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,11200,0,,1540452610000,,11023637,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738148,DEBX,,,,24,,HWY_20181019223506.bjhh,,,,,,,False,1540177567000,,False,,1540455145000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057410000,IN_PROGRESS,,0,买车,,,,,debx-yx,,
6,,,False,15150,0,,1540452740000,,11057372,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738379,DEBX,,,,36,,LZZ_11669450485620181022133652.bjhh,,,,,,,False,1540186743000,,False,,1540455143000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
7,,,False,59000,0,,1540452666000,,11048846,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738314,DEBX,,,,36,,LB_20181021224643.bjhh,,,,,,,False,1540182547000,,False,,1540455141000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
8,,,False,43200,0,,1540452855000,,10940250,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739028,DEBX,,,,36,,WJP_20181015233453.bjhh,,,,,,,False,1540207023000,,False,,1540455139000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
9,,,False,17250,0,,1540452853000,,10787295,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738735,DEBX,,,,36,,YY_20181010101402.bjhh,,,,,,,False,1540198867000,,False,,1540455137000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,31800,0,,1540452613000,,11052710,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738205,DEBX,,,,12,,LXY_20181022100431.bjhh,,,,,,,False,1540179392000,,False,,1540455135000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057413000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
1,,,False,6200,0,,1540452743000,,11023342,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738460,DEBX,,,,12,,PB_20181019222334.bjhh,,,,,,,False,1540188341000,,False,,1540455133000.0,False,,,0,,56,,1540453008000,,,,False,,,,,,,,1541057543000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
2,,,False,26450,0,,1540452611000,,10213558,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738162,DEBX,,,,36,,JT_201809072209.bjhh,,,,,,,False,1540178048000,,False,,1540455131000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057411000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,11500,0,,1540452740000,,10878110,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738369,DEBX,,,,36,,DYL_20181013081043.bjhh,,,,,,,False,1540185663000,,False,,1540455129000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,旅游,,,,,debx-yx,,
4,,,False,41050,0,,1540452740000,,10999791,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738352,DEBX,,,,36,,ZSN_20181018165810.bjhh,,,,,,,False,1540185003000,,False,,1540455126000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,12750,0,,1540452666000,,10912500,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738303,DEBX,,,,12,,LXB_20181014212815.bjhh,,,,,,,False,1540182273000,,False,,1540455124000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
6,,,False,69000,0,,1540452667000,,10879531,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738294,DEBX,,,,36,,LHY_20181013093007.bjhh,,,,,,,False,1540182063000,,False,,1540455122000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057467000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
7,,,False,9900,0,,1540452855000,,10748357,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2739046,DEBX,,,,24,,ZSY_20181008071500.bjhh,,,,,,,False,1540210022000,,False,,1540455120000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
8,,,False,11300,0,,1540452854000,,10597188,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738960,DEBX,,,,36,,ZH_201809271546.bjhh,,,,,,,False,1540203908000,,False,,1540455118000.0,False,,,0,,56,,1540453009000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
9,,,False,11200,0,,1540452854000,,10520124,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738839,DEBX,,,,24,,DTM_201809231547.bjhh,,,,,,,False,1540201263000,,False,,1540455116000.0,False,,,0,,56,,1540453010000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,5250,0,,1540452606000,,11002175,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738068,DEBX,,,,12,,ZL_20181018181740.bjhh,,,,,,,False,1540174803000,,False,,1540455114000.0,False,,,0,,56,,1540453010000,,,,False,,,,,,,,1541057406000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
1,,,False,5300,0,,1540452855000,,10759137,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739052,DEBX,,,,12,,HHK_10736412269420181008153010.bjhh,,,,,,,False,1540211312000,,False,,1540455112000.0,False,,,0,,56,,1540453010000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
2,,,False,6400,0,,1540452669000,,10913894,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738246,DEBX,,,,12,,TJ_20181014214308.bjhh,,,,,,,False,1540180687000,,False,,1540455110000.0,False,,,0,,56,,1540453010000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,10600,0,,1540452853000,,11060885,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738613,DEBX,,,,12,,ZS_14280349476920181022154807.bjhh,,,,,,,False,1540194697000,,False,,1540455108000.0,False,,,0,,56,,1540453011000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,34500,0,,1540452740000,,11045155,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738357,DEBX,,,,36,,TYK_20181021172403.bjhh,,,,,,,False,1540185243000,,False,,1540455106000.0,False,,,0,,56,,1540453011000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
5,,,False,20000,0,,1540452744000,,10886662,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738520,DEBX,,,,36,,LF_20181013165710.bjhh,,,,,,,False,1540190977000,,False,,1540455103000.0,False,,,0,,56,,1540453011000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
6,,,False,40250,0,,1540452743000,,11024076,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738463,DEBX,,,,36,,ZHK_20181019230759.bjhh,,,,,,,False,1540188487000,,False,,1540455101000.0,False,,,0,,56,,1540453011000,,,,False,,,,,,,,1541057543000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
7,,,False,66000,0,,1540452741000,,11037408,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738403,DEBX,,,,24,,SJW_20181021055334.bjhh,,,,,,,False,1540187252000,,False,,1540455099000.0,False,,,0,,56,,1540453012000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
8,,,False,53000,0,,1540452608000,,11052460,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738123,DEBX,,,,24,,WY_20181022095516.bjhh,,,,,,,False,1540176933000,,False,,1540455097000.0,False,,,0,,56,,1540453012000,,,,False,,,,,,,,1541057408000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
9,,,False,37800,0,,1540452666000,,11047693,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738299,DEBX,,,,36,,WYJ_20181021223019.bjhh,,,,,,,False,1540182153000,,False,,1540455095000.0,False,,,0,,56,,1540453012000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
0,,,False,40250,0,,1540452668000,,10998778,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738259,DEBX,,,,36,,ZW_20181018164742.bjhh,,,,,,,False,1540180984000,,False,,1540455093000.0,False,,,0,,56,,1540453012000,,,,False,,,,,,,,1541057468000,IN_PROGRESS,,0,买车,,,,,debx-yx,,
1,,,False,22600,0,,1540452854000,,10664624,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739013,DEBX,,,,36,,BZH_20180930181637.bjhh,,,,,,,False,1540206127000,,False,,1540455091000.0,False,,,0,,56,,1540453012000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
2,,,False,59900,0,,1540452608000,,11050670,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738116,DEBX,,,,36,,DH_20181022071104.bjhh,,,,,,,False,1540176758000,,False,,1540455089000.0,False,,,0,,56,,1540453013000,,,,False,,,,,,,,1541057408000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,15900,0,,1540452606000,,11053318,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738076,DEBX,,,,12,,WJX_11087616423720181022102403.bjhh,,,,,,,False,1540175163000,,False,,1540455087000.0,False,,,0,,56,,1540453013000,,,,False,,,,,,,,1541057406000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
4,,,False,31800,0,,1540452743000,,11044465,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738448,DEBX,,,,12,,LXH_20181021164348.bjhh,,,,,,,False,1540188212000,,False,,1540455085000.0,False,,,0,,56,,1540453013000,,,,False,,,,,,,,1541057543000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,63000,0,,1540452611000,,11045452,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738167,DEBX,,,,12,,YMZ_20181021174426.bjhh,,,,,,,False,1540178163000,,False,,1540455083000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057411000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
6,,,False,51500,0,,1540452609000,,11049342,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738138,DEBX,,,,12,,LC_20181021231237.bjhh,,,,,,,False,1540177383000,,False,,1540455081000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057409000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
7,,,False,15900,0,,1540452853000,,10942060,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738624,DEBX,,,,12,,LGY_20181016004313.bjhh,,,,,,,False,1540195027000,,False,,1540455079000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
8,,,False,8050,0,,1540452857000,,10976560,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2739103,DEBX,,,,36,,MK_20181017160825.bjhh,,,,,,,False,1540252209000,,False,,1540455077000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057657000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
9,,,False,5450,0,,1540452744000,,10513368,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738488,DEBX,,,,36,,WTY_201809230042.bjhh,,,,,,,False,1540189927000,,False,,1540455075000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
0,,,False,5300,0,,1540452744000,,10857117,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738483,DEBX,,,,12,,LPC_20181012112730.bjhh,,,,,,,False,1540189743000,,False,,1540455072000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
1,,,False,14450,0,,1540452612000,,11019168,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738196,DEBX,,,,12,,DJ_20181019172437.bjhh,,,,,,,False,1540178981000,,False,,1540455070000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057412000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
2,,,False,10800,0,,1540452611000,,10922787,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738177,DEBX,,,,36,,ZJJ_20181015112950.bjhh,,,,,,,False,1540178372000,,False,,1540455068000.0,False,,,0,,56,,1540453014000,,,,False,,,,,,,,1541057411000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,21850,0,,1540452742000,,10666425,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738431,DEBX,,,,36,,MQG_20180930213403.bjhh,,,,,,,False,1540187835000,,False,,1540455066000.0,False,,,0,,56,,1540453015000,,,,False,,,,,,,,1541057542000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,21600,0,,1540452665000,,10979559,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738323,DEBX,,,,36,,YD_20181017172915.bjhh,,,,,,,False,1540182933000,,False,,1540455064000.0,False,,,0,,56,,1540453015000,,,,False,,,,,,,,1541057465000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,34500,0,,1540452852000,,10882349,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2738565,DEBX,,,,36,,LKZ_20181013121404.bjhh,,,,,,,False,1540192957000,,False,,1540455062000.0,False,,,0,,56,,1540453015000,,,,False,,,,,,,,1541057652000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
